id,key,name,wiki,image_wiki
1,1,Lamball,https://palworld.fandom.com/wiki/Lamball,https://static.wikia.nocookie.net/palworld/images/0/01/Lamball_menu.png/
2,2,Cattiva,https://palworld.fandom.com/wiki/Cattiva,https://static.wikia.nocookie.net/palworld/images/5/51/Cattiva_menu.png/
3,3,Chikipi,https://palworld.fandom.com/wiki/Chikipi,https://static.wikia.nocookie.net/palworld/images/f/f4/Chikipi_menu.png/
4,4,Lifmunk,https://palworld.fandom.com/wiki/Lifmunk,https://static.wikia.nocookie.net/palworld/images/d/dc/Lifmunk_menu.png/
5,5,Foxparks,https://palworld.fandom.com/wiki/Foxparks,https://static.wikia.nocookie.net/palworld/images/d/d7/Foxparks_menu.png/
6,6,Fuack,https://palworld.fandom.com/wiki/Fuack,https://static.wikia.nocookie.net/palworld/images/5/5e/Fuack_menu.png/
7,7,Sparkit,https://palworld.fandom.com/wiki/Sparkit,https://static.wikia.nocookie.net/palworld/images/c/ce/Sparkit_menu.png/
8,8,Tanzee,https://palworld.fandom.com/wiki/Tanzee,https://static.wikia.nocookie.net/palworld/images/4/40/Tanzee_menu.png/
9,9,Rooby,https://palworld.fandom.com/wiki/Rooby,https://static.wikia.nocookie.net/palworld/images/2/21/Rooby_menu.png/
10,10,Pengullet,https://palworld.fandom.com/wiki/Pengullet,https://static.wikia.nocookie.net/palworld/images/3/38/Pengullet_menu.png/
11,11,Penking,https://palworld.fandom.com/wiki/Penking,https://static.wikia.nocookie.net/palworld/images/b/b5/Penking_menu.png/
12,12,Jolthog,https://palworld.fandom.com/wiki/Jolthog,https://static.wikia.nocookie.net/palworld/images/5/52/Jolthog_menu.png/
13,13,Gumoss,https://palworld.fandom.com/wiki/Gumoss,https://static.wikia.nocookie.net/palworld/images/2/2e/Gumoss_menu.png/
14,14,Vixy,https://palworld.fandom.com/wiki/Vixy,https://static.wikia.nocookie.net/palworld/images/9/9e/Vixy_menu.png/
15,15,Hoocrates,https://palworld.fandom.com/wiki/Hoocrates,https://static.wikia.nocookie.net/palworld/images/e/ef/Hoocrates_menu.png/
16,16,Teafant,https://palworld.fandom.com/wiki/Teafant,https://static.wikia.nocookie.net/palworld/images/a/a7/Teafant_menu.png/
17,17,Depresso,https://palworld.fandom.com/wiki/Depresso,https://static.wikia.nocookie.net/palworld/images/d/d9/Depresso_menu.png/
18,18,Cremis,https://palworld.fandom.com/wiki/Cremis,https://static.wikia.nocookie.net/palworld/images/a/a1/Cremis_menu.png/
19,19,Daedream,https://palworld.fandom.com/wiki/Daedream,https://static.wikia.nocookie.net/palworld/images/e/e6/Daedream_menu.png/
20,20,Rushoar,https://palworld.fandom.com/wiki/Rushoar,https://static.wikia.nocookie.net/palworld/images/d/d0/Rushoar_menu.png/
21,21,Nox,https://palworld.fandom.com/wiki/Nox,https://static.wikia.nocookie.net/palworld/images/5/55/Nox_menu.png/
22,22,Fuddler,https://palworld.fandom.com/wiki/Fuddler,https://static.wikia.nocookie.net/palworld/images/6/64/Fuddler_menu.png/
23,23,Killamari,https://palworld.fandom.com/wiki/Killamari,https://static.wikia.nocookie.net/palworld/images/8/80/Killamari_menu.png/
24,24,Mau,https://palworld.fandom.com/wiki/Mau,https://static.wikia.nocookie.net/palworld/images/1/17/Mau_menu.png/
25,25,Celaray,https://palworld.fandom.com/wiki/Celaray,https://static.wikia.nocookie.net/palworld/images/9/95/Celaray_menu.png/
26,26,Direhowl,https://palworld.fandom.com/wiki/Direhowl,https://static.wikia.nocookie.net/palworld/images/1/19/Direhowl_menu.png/
27,27,Tocotoco,https://palworld.fandom.com/wiki/Tocotoco,https://static.wikia.nocookie.net/palworld/images/5/5b/Tocotoco_menu.png/
28,28,Flopie,https://palworld.fandom.com/wiki/Flopie,https://static.wikia.nocookie.net/palworld/images/5/5e/Flopie_menu.png/
29,29,Mozzarina,https://palworld.fandom.com/wiki/Mozzarina,https://static.wikia.nocookie.net/palworld/images/3/3a/Mozzarina_menu.png/
30,30,Bristla,https://palworld.fandom.com/wiki/Bristla,https://static.wikia.nocookie.net/palworld/images/1/13/Bristla_menu.png/
31,31,Gobfin,https://palworld.fandom.com/wiki/Gobfin,https://static.wikia.nocookie.net/palworld/images/f/ff/Gobfin_menu.png/
32,32,Hangyu,https://palworld.fandom.com/wiki/Hangyu,https://static.wikia.nocookie.net/palworld/images/0/08/Hangyu_menu.png/
33,33,Mossanda,https://palworld.fandom.com/wiki/Mossanda,https://static.wikia.nocookie.net/palworld/images/d/db/Mossanda_menu.png/
34,34,Woolipop,https://palworld.fandom.com/wiki/Woolipop,https://static.wikia.nocookie.net/palworld/images/f/fa/Woolipop_menu.png/
35,35,Caprity,https://palworld.fandom.com/wiki/Caprity,https://static.wikia.nocookie.net/palworld/images/a/a7/Caprity_menu.png/
36,36,Melpaca,https://palworld.fandom.com/wiki/Melpaca,https://static.wikia.nocookie.net/palworld/images/7/7f/Melpaca_menu.png/
37,37,Eikthyrdeer,https://palworld.fandom.com/wiki/Eikthyrdeer,https://static.wikia.nocookie.net/palworld/images/4/40/Eikthyrdeer_menu.png/
38,38,Nitewing,https://palworld.fandom.com/wiki/Nitewing,https://static.wikia.nocookie.net/palworld/images/3/34/Nitewing_menu.png/
39,39,Ribbuny,https://palworld.fandom.com/wiki/Ribbuny,https://static.wikia.nocookie.net/palworld/images/7/7e/Ribbuny_menu.png/
40,40,Incineram,https://palworld.fandom.com/wiki/Incineram,https://static.wikia.nocookie.net/palworld/images/4/40/Incineram_menu.png/
41,41,Cinnamoth,https://palworld.fandom.com/wiki/Cinnamoth,https://static.wikia.nocookie.net/palworld/images/7/7e/Cinnamoth_menu.png/
42,42,Arsox,https://palworld.fandom.com/wiki/Arsox,https://static.wikia.nocookie.net/palworld/images/f/f5/Arsox_menu.png/
43,43,Dumud,https://palworld.fandom.com/wiki/Dumud,https://static.wikia.nocookie.net/palworld/images/3/32/Dumud_menu.png/
44,44,Cawgnito,https://palworld.fandom.com/wiki/Cawgnito,https://static.wikia.nocookie.net/palworld/images/f/f6/Cawgnito_menu.png/
45,45,Leezpunk,https://palworld.fandom.com/wiki/Leezpunk,https://static.wikia.nocookie.net/palworld/images/0/09/Leezpunk_menu.png/
46,46,Loupmoon,https://palworld.fandom.com/wiki/Loupmoon,https://static.wikia.nocookie.net/palworld/images/0/00/Loupmoon_menu.png/
47,47,Galeclaw,https://palworld.fandom.com/wiki/Galeclaw,https://static.wikia.nocookie.net/palworld/images/0/08/Galeclaw_menu.png/
48,48,Robinquill,https://palworld.fandom.com/wiki/Robinquill,https://static.wikia.nocookie.net/palworld/images/b/bb/Robinquill_menu.png/
49,49,Gorirat,https://palworld.fandom.com/wiki/Gorirat,https://static.wikia.nocookie.net/palworld/images/b/b5/Gorirat_menu.png/
50,50,Beegarde,https://palworld.fandom.com/wiki/Beegarde,https://static.wikia.nocookie.net/palworld/images/7/7b/Beegarde_menu.png/
51,51,Elizabee,https://palworld.fandom.com/wiki/Elizabee,https://static.wikia.nocookie.net/palworld/images/a/a0/Elizabee_menu.png/
52,52,Grintale,https://palworld.fandom.com/wiki/Grintale,https://static.wikia.nocookie.net/palworld/images/c/c3/Grintale_menu.png/
53,53,Swee,https://palworld.fandom.com/wiki/Swee,https://static.wikia.nocookie.net/palworld/images/b/b5/Swee_menu.png/
54,54,Sweepa,https://palworld.fandom.com/wiki/Sweepa,https://static.wikia.nocookie.net/palworld/images/f/f3/Sweepa_menu.png/
55,55,Chillet,https://palworld.fandom.com/wiki/Chillet,https://static.wikia.nocookie.net/palworld/images/4/49/Chillet_menu.png/
56,56,Univolt,https://palworld.fandom.com/wiki/Univolt,https://static.wikia.nocookie.net/palworld/images/0/0e/Univolt_menu.png/
57,57,Foxcicle,https://palworld.fandom.com/wiki/Foxcicle,https://static.wikia.nocookie.net/palworld/images/2/21/Foxcicle_menu.png/
58,58,Pyrin,https://palworld.fandom.com/wiki/Pyrin,https://static.wikia.nocookie.net/palworld/images/e/e6/Pyrin_menu.png/
59,59,Reindrix,https://palworld.fandom.com/wiki/Reindrix,https://static.wikia.nocookie.net/palworld/images/c/c1/Reindrix_menu.png/
60,60,Rayhound,https://palworld.fandom.com/wiki/Rayhound,https://static.wikia.nocookie.net/palworld/images/3/3f/Rayhound_menu.png/
61,61,Kitsun,https://palworld.fandom.com/wiki/Kitsun,https://static.wikia.nocookie.net/palworld/images/6/6b/Kitsun_menu.png/
62,62,Dazzi,https://palworld.fandom.com/wiki/Dazzi,https://static.wikia.nocookie.net/palworld/images/b/b0/Dazzi_menu.png/
63,63,Lunaris,https://palworld.fandom.com/wiki/Lunaris,https://static.wikia.nocookie.net/palworld/images/3/38/Lunaris_menu.png/
64,64,Dinossom,https://palworld.fandom.com/wiki/Dinossom,https://static.wikia.nocookie.net/palworld/images/b/b7/Dinossom_menu.png/
65,65,Surfent,https://palworld.fandom.com/wiki/Surfent,https://static.wikia.nocookie.net/palworld/images/1/1d/Surfent_menu.png/
66,66,Maraith,https://palworld.fandom.com/wiki/Maraith,https://static.wikia.nocookie.net/palworld/images/3/32/Maraith_menu.png/
67,67,Digtoise,https://palworld.fandom.com/wiki/Digtoise,https://static.wikia.nocookie.net/palworld/images/5/5b/Digtoise_menu.png/
68,68,Tombat,https://palworld.fandom.com/wiki/Tombat,https://static.wikia.nocookie.net/palworld/images/f/f2/Tombat_menu.png/
69,69,Lovander,https://palworld.fandom.com/wiki/Lovander,https://static.wikia.nocookie.net/palworld/images/c/c8/Lovander_menu.png/
70,70,Flambelle,https://palworld.fandom.com/wiki/Flambelle,https://static.wikia.nocookie.net/palworld/images/2/20/Flambelle_menu.png/
71,71,Vanwyrm,https://palworld.fandom.com/wiki/Vanwyrm,https://static.wikia.nocookie.net/palworld/images/e/ea/Vanwyrm_menu.png/
72,72,Bushi,https://palworld.fandom.com/wiki/Bushi,https://static.wikia.nocookie.net/palworld/images/7/73/Bushi_menu.png/
73,73,Beakon,https://palworld.fandom.com/wiki/Beakon,https://static.wikia.nocookie.net/palworld/images/a/a0/Beakon_menu.png/
74,74,Ragnahawk,https://palworld.fandom.com/wiki/Ragnahawk,https://static.wikia.nocookie.net/palworld/images/d/dd/Ragnahawk_menu.png/
75,75,Katress,https://palworld.fandom.com/wiki/Katress,https://static.wikia.nocookie.net/palworld/images/9/9e/Katress_menu.png/
76,76,Wixen,https://palworld.fandom.com/wiki/Wixen,https://static.wikia.nocookie.net/palworld/images/8/85/Wixen_menu.png/
77,77,Verdash,https://palworld.fandom.com/wiki/Verdash,https://static.wikia.nocookie.net/palworld/images/4/43/Verdash_menu.png/
78,78,Vaelet,https://palworld.fandom.com/wiki/Vaelet,https://static.wikia.nocookie.net/palworld/images/2/24/Vaelet_menu.png/
79,79,Sibelyx,https://palworld.fandom.com/wiki/Sibelyx,https://static.wikia.nocookie.net/palworld/images/6/66/Sibelyx_menu.png/
80,80,Elphidran,https://palworld.fandom.com/wiki/Elphidran,https://static.wikia.nocookie.net/palworld/images/a/a6/Elphidran_menu.png/
81,81,Kelpsea,https://palworld.fandom.com/wiki/Kelpsea,https://static.wikia.nocookie.net/palworld/images/1/1b/Kelpsea_menu.png/
82,82,Azurobe,https://palworld.fandom.com/wiki/Azurobe,https://static.wikia.nocookie.net/palworld/images/a/a0/Azurobe_menu.png/
83,83,Cryolinx,https://palworld.fandom.com/wiki/Cryolinx,https://static.wikia.nocookie.net/palworld/images/9/9d/Cryolinx_menu.png/
84,84,Blazehowl,https://palworld.fandom.com/wiki/Blazehowl,https://static.wikia.nocookie.net/palworld/images/3/33/Blazehowl_menu.png/
85,85,Relaxaurus,https://palworld.fandom.com/wiki/Relaxaurus,https://static.wikia.nocookie.net/palworld/images/0/01/Relaxaurus_menu.png/
86,86,Broncherry,https://palworld.fandom.com/wiki/Broncherry,https://static.wikia.nocookie.net/palworld/images/b/bd/Broncherry_menu.png/
87,87,Petallia,https://palworld.fandom.com/wiki/Petallia,https://static.wikia.nocookie.net/palworld/images/2/28/Petallia_menu.png/
88,88,Reptyro,https://palworld.fandom.com/wiki/Reptyro,https://static.wikia.nocookie.net/palworld/images/d/d0/Reptyro_menu.png/
89,89,Kingpaca,https://palworld.fandom.com/wiki/Kingpaca,https://static.wikia.nocookie.net/palworld/images/9/9d/Kingpaca_menu.png/
90,90,Mammorest,https://palworld.fandom.com/wiki/Mammorest,https://static.wikia.nocookie.net/palworld/images/5/5e/Mammorest_menu.png/
91,91,Wumpo,https://palworld.fandom.com/wiki/Wumpo,https://static.wikia.nocookie.net/palworld/images/0/0e/Wumpo_menu.png/
92,92,Warsect,https://palworld.fandom.com/wiki/Warsect,https://static.wikia.nocookie.net/palworld/images/a/a7/Warsect_menu.png/
93,93,Fenglope,https://palworld.fandom.com/wiki/Fenglope,https://static.wikia.nocookie.net/palworld/images/6/68/Fenglope_menu.png/
94,94,Felbat,https://palworld.fandom.com/wiki/Felbat,https://static.wikia.nocookie.net/palworld/images/7/7d/Felbat_menu.png/
95,95,Quivern,https://palworld.fandom.com/wiki/Quivern,https://static.wikia.nocookie.net/palworld/images/d/d9/Quivern_menu.png/
96,96,Blazamut,https://palworld.fandom.com/wiki/Blazamut,https://static.wikia.nocookie.net/palworld/images/e/ee/Blazamut_menu.png/
97,97,Helzephyr,https://palworld.fandom.com/wiki/Helzephyr,https://static.wikia.nocookie.net/palworld/images/3/3c/Helzephyr_menu.png/
98,98,Astegon,https://palworld.fandom.com/wiki/Astegon,https://static.wikia.nocookie.net/palworld/images/d/d4/Astegon_menu.png/
99,99,Menasting,https://palworld.fandom.com/wiki/Menasting,https://static.wikia.nocookie.net/palworld/images/5/57/Menasting_menu.png/
100,100,Anubis,https://palworld.fandom.com/wiki/Anubis,https://static.wikia.nocookie.net/palworld/images/2/21/Anubis_menu.png/
101,101,Jormuntide,https://palworld.fandom.com/wiki/Jormuntide,https://static.wikia.nocookie.net/palworld/images/8/8e/Jormuntide_menu.png/
102,102,Suzaku,https://palworld.fandom.com/wiki/Suzaku,https://static.wikia.nocookie.net/palworld/images/b/b4/Suzaku_menu.png/
103,103,Grizzbolt,https://palworld.fandom.com/wiki/Grizzbolt,https://static.wikia.nocookie.net/palworld/images/1/13/Grizzbolt_menu.png/
104,104,Lyleen,https://palworld.fandom.com/wiki/Lyleen,https://static.wikia.nocookie.net/palworld/images/5/5e/Lyleen_menu.png/
105,105,Faleris,https://palworld.fandom.com/wiki/Faleris,https://static.wikia.nocookie.net/palworld/images/9/99/Faleris_menu.png/
106,106,Orserk,https://palworld.fandom.com/wiki/Orserk,https://static.wikia.nocookie.net/palworld/images/6/6e/Orserk_menu.png/
107,107,Shadowbeak,https://palworld.fandom.com/wiki/Shadowbeak,https://static.wikia.nocookie.net/palworld/images/0/0c/Shadowbeak_menu.png/
108,108,Paladius,https://palworld.fandom.com/wiki/Paladius,https://static.wikia.nocookie.net/palworld/images/0/09/Paladius_menu.png/
109,109,Necromus,https://palworld.fandom.com/wiki/Necromus,https://static.wikia.nocookie.net/palworld/images/1/13/Necromus_menu.png/
110,110,Frostallion,https://palworld.fandom.com/wiki/Frostallion,https://static.wikia.nocookie.net/palworld/images/0/00/Frostallion_menu.png/
111,111,Jetragon,https://palworld.fandom.com/wiki/Jetragon,https://static.wikia.nocookie.net/palworld/images/e/e5/Jetragon_menu.png/
112,012B,Jolthog Cryst,https://palworld.fandom.com/wiki/Jolthog_Cryst,https://static.wikia.nocookie.net/palworld/images/7/72/Jolthog_Cryst_menu.png
113,024B,Mau Cryst,https://palworld.fandom.com/wiki/Mau_Cryst,https://static.wikia.nocookie.net/palworld/images/7/7a/Mau_Cryst_menu.png
114,031B,Gobfin Ignis,https://palworld.fandom.com/wiki/Gobfin_Ignis,https://static.wikia.nocookie.net/palworld/images/9/9c/Gobfin_Ignis_menu.png
115,032B,Hangyu Cryst,https://palworld.fandom.com/wiki/Hangyu_Cryst,https://static.wikia.nocookie.net/palworld/images/4/49/Hangyu_Cryst_menu.png
116,033B,Mossanda Lux,https://palworld.fandom.com/wiki/Mossanda_Lux,https://static.wikia.nocookie.net/palworld/images/0/05/Mossanda_Lux_menu.png
117,037B,Eikthyrdeer Terra,https://palworld.fandom.com/wiki/Eikthyrdeer_Terra,https://static.wikia.nocookie.net/palworld/images/3/32/Eikthyrdeer_Terra_menu.png
118,040B,Incineram Noct,https://palworld.fandom.com/wiki/Incineram_Noct,https://static.wikia.nocookie.net/palworld/images/5/5b/Incineram_Noct_menu.png
119,045B,Leezpunk Ignis,https://palworld.fandom.com/wiki/Leezpunk_Ignis,https://static.wikia.nocookie.net/palworld/images/e/ea/Leezpunk_Ignis_menu.png
120,048B,Robinquill Terra,https://palworld.fandom.com/wiki/Robinquill_Terra,https://static.wikia.nocookie.net/palworld/images/4/45/Robinquill_Terra_menu.png
121,058B,Pyrin Noct,https://palworld.fandom.com/wiki/Pyrin_Noct,https://static.wikia.nocookie.net/palworld/images/2/2b/Pyrin_Noct_menu.png
122,064B,Dinossom Lux,https://palworld.fandom.com/wiki/Dinossom_Lux,https://static.wikia.nocookie.net/palworld/images/c/c7/Dinossom_Lux_menu.png
123,065B,Surfent Terra,https://palworld.fandom.com/wiki/Surfent_Terra,https://static.wikia.nocookie.net/palworld/images/f/ff/Surfent_Terra_menu.png
124,071B,Vanwyrm Cryst,https://palworld.fandom.com/wiki/Vanwyrm_Cryst,https://static.wikia.nocookie.net/palworld/images/1/19/Vanwyrm_Cryst_menu.png
125,080B,Elphidran Aqua,https://palworld.fandom.com/wiki/Elphidran_Aqua,https://static.wikia.nocookie.net/palworld/images/5/5e/Elphidran_Aqua_menu.png
126,081B,Kelpsea Ignis,https://palworld.fandom.com/wiki/Kelpsea_Ignis,https://static.wikia.nocookie.net/palworld/images/b/ba/Kelpsea_Ignis_menu.png
127,084B,Blazehowl Noct,https://palworld.fandom.com/wiki/Blazehowl_Noct,https://static.wikia.nocookie.net/palworld/images/5/5d/Blazehowl_Noct_menu.png
128,085B,Relaxaurus Lux,https://palworld.fandom.com/wiki/Relaxaurus_Lux,https://static.wikia.nocookie.net/palworld/images/4/40/Relaxaurus_Lux_menu.png
129,086B,Broncherry Aqua,https://palworld.fandom.com/wiki/Broncherry_Aqua,https://static.wikia.nocookie.net/palworld/images/d/db/Broncherry_Aqua_menu.png
130,088B,Ice Reptyro,https://palworld.fandom.com/wiki/Ice_Reptyro,https://static.wikia.nocookie.net/palworld/images/2/2c/Ice_Reptyro_menu.png
131,089B,Ice Kingpaca,https://palworld.fandom.com/wiki/Ice_Kingpaca,https://static.wikia.nocookie.net/palworld/images/5/5a/Ice_Kingpaca_menu.png
132,090B,Mammorest Cryst,https://palworld.fandom.com/wiki/Mammorest_Cryst,https://static.wikia.nocookie.net/palworld/images/d/db/Mammorest_Cryst_menu.png
133,091B,Wumpo Botan,https://palworld.fandom.com/wiki/Wumpo_Botan,https://static.wikia.nocookie.net/palworld/images/6/68/Wumpo_Botan_menu.png
134,101B,Jormuntide Ignis,https://palworld.fandom.com/wiki/Jormuntide_Ignis,https://static.wikia.nocookie.net/palworld/images/0/0d/Jormuntide_Ignis_menu.png
135,102B,Suzaku Aqua,https://palworld.fandom.com/wiki/Suzaku_Aqua,https://static.wikia.nocookie.net/palworld/images/a/a1/Suzaku_Aqua_menu.png
136,104B,Lyleen Noct,https://palworld.fandom.com/wiki/Lyleen_Noct,https://static.wikia.nocookie.net/palworld/images/3/30/Lyleen_Noct_menu.png
137,110B,Frostallion Noct,https://palworld.fandom.com/wiki/Frostallion_Noct,https://static.wikia.nocookie.net/palworld/images/1/14/Frostallion_Noct_menu.png